Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
"St. Louis",Weekly,"2019-06-02 00:00:00",Organic,1.630000000,14360.45,1293.17,2339.83,0.00,10727.45,8342.26,2385.19,0.00
Syracuse,Weekly,"2019-06-02 00:00:00",Organic,1.650000000,1873.25,85.50,225.66,0.00,1562.09,1555.86,6.23,0.00
Tampa,Weekly,"2019-06-02 00:00:00",Organic,1.160000000,1488.76,150.98,0.00,0.00,1337.78,1337.78,0.00,0.00
"Total U.S.",Weekly,"2019-06-02 00:00:00",Organic,1.590000000,1582369.82,135882.54,248081.41,4350.84,1193874.17,924950.32,268351.61,572.24
West,Weekly,"2019-06-02 00:00:00",Organic,1.740000000,290428.26,25262.34,58215.30,630.93,206319.69,76549.85,129197.60,572.24
"West Tex/New Mexico",Weekly,"2019-06-02 00:00:00",Organic,1.630000000,15214.08,1732.07,1029.98,1696.75,10755.28,10020.70,734.58,0.00
Albany,Weekly,"2019-06-09 00:00:00","Conventional ",1.570000000,164970.21,5065.27,144127.47,217.01,15560.46,9000.49,6223.31,336.66
Atlanta,Weekly,"2019-06-09 00:00:00","Conventional ",1.050000000,768092.53,330087.44,29035.92,2662.40,406306.77,330571.74,65608.36,10126.67
Baltimore/Washington,Weekly,"2019-06-09 00:00:00","Conventional ",1.470000000,937805.75,127176.72,479394.15,9591.83,321643.05,197805.87,122757.18,1080.00
Boise,Weekly,"2019-06-09 00:00:00","Conventional ",1.320000000,103394.22,35179.68,10079.78,8504.63,49630.13,22502.49,26085.59,1042.05
Boston,Weekly,"2019-06-09 00:00:00","Conventional ",1.470000000,788134.05,10003.20,610745.82,2701.47,164683.56,158078.48,5555.08,1050.00
Buffalo/Rochester,Weekly,"2019-06-09 00:00:00","Conventional ",1.290000000,180612.51,9381.02,76808.69,244.26,94178.54,80156.73,12901.81,1120.00
California,Weekly,"2019-06-09 00:00:00","Conventional ",1.320000000,7151845.32,1876142.49,2203975.96,254807.07,2816919.80,1849971.30,602895.71,364052.79
Charlotte,Weekly,"2019-06-09 00:00:00","Conventional ",1.340000000,288880.84,126197.17,55790.93,6031.85,100860.89,88693.77,10223.79,1943.33
Chicago,Weekly,"2019-06-09 00:00:00","Conventional ",1.240000000,987702.17,113661.42,241242.96,33717.27,599080.52,122078.15,476310.13,692.24
Cincinnati/Dayton,Weekly,"2019-06-09 00:00:00","Conventional ",1.040000000,316775.55,88182.19,20656.48,9760.62,198176.26,169216.45,20471.21,8488.60
Columbus,Weekly,"2019-06-09 00:00:00","Conventional ",0.950000000,273610.95,76108.86,21849.85,2462.56,173189.68,138093.75,29825.40,5270.53
"Dallas/Ft. Worth",Weekly,"2019-06-09 00:00:00","Conventional ",0.970000000,1519847.57,505035.95,307713.44,21075.58,686022.60,394804.82,291168.80,48.98
Denver,Weekly,"2019-06-09 00:00:00","Conventional ",1.040000000,1057262.67,195371.12,192461.81,6298.50,663131.24,166261.37,493613.62,3256.25
Detroit,Weekly,"2019-06-09 00:00:00","Conventional ",1.060000000,565917.68,169065.24,44821.99,49693.63,302336.82,264205.86,30364.12,7766.84
"Grand Rapids",Weekly,"2019-06-09 00:00:00","Conventional ",1.680000000,142688.04,5482.29,58240.23,37329.38,41636.14,29405.08,9488.99,2742.07
"Great Lakes",Weekly,"2019-06-09 00:00:00","Conventional ",1.140000000,4415255.33,865240.17,806054.58,217730.35,2526230.23,1468790.90,999807.62,57631.71
Harrisburg/Scranton,Weekly,"2019-06-09 00:00:00","Conventional ",1.180000000,368278.69,71323.73,186932.63,601.39,109420.94,78781.13,28803.14,1836.67
Hartford/Springfield,Weekly,"2019-06-09 00:00:00","Conventional ",1.530000000,395232.41,7224.60,320461.14,722.04,66824.63,53782.66,12378.64,663.33
Houston,Weekly,"2019-06-09 00:00:00","Conventional ",0.970000000,1402984.12,433169.39,232094.20,4262.35,733458.18,178108.04,555305.25,44.89
Indianapolis,Weekly,"2019-06-09 00:00:00","Conventional ",1.040000000,244714.90,57819.53,44328.87,5921.63,136644.87,118622.21,12660.51,5362.15
Jacksonville,Weekly,"2019-06-09 00:00:00","Conventional ",1.430000000,206319.54,90507.27,10319.95,725.08,104767.24,38457.37,65083.20,1226.67
"Las Vegas",Weekly,"2019-06-09 00:00:00","Conventional ",1.060000000,438901.66,74917.74,104249.91,5755.85,253978.16,85870.14,167123.46,984.56
"Los Angeles",Weekly,"2019-06-09 00:00:00","Conventional ",1.160000000,3489877.72,838244.41,652923.78,185462.20,1813247.33,1192528.77,310607.96,310110.60
Louisville,Weekly,"2019-06-09 00:00:00","Conventional ",1.010000000,133830.17,32493.03,14152.55,187.55,86997.04,62889.77,23423.94,683.33
"Miami/Ft. Lauderdale",Weekly,"2019-06-09 00:00:00","Conventional ",1.340000000,959029.26,327621.34,32540.71,4669.43,594197.78,137568.55,448572.57,8056.66
Midsouth,Weekly,"2019-06-09 00:00:00","Conventional ",1.210000000,3987415.20,1317356.36,954068.42,31484.51,1684505.91,1313984.60,354657.96,15863.35
Nashville,Weekly,"2019-06-09 00:00:00","Conventional ",1.100000000,284713.57,111249.05,6882.99,521.26,166060.27,142160.35,22545.34,1354.58
"New Orleans/Mobile",Weekly,"2019-06-09 00:00:00","Conventional ",1.090000000,354951.48,199230.06,27453.54,874.97,127392.91,77288.46,45964.44,4140.01
"New York",Weekly,"2019-06-09 00:00:00","Conventional ",1.630000000,1728317.35,49341.42,1102402.66,16206.84,560366.43,364758.80,194205.14,1402.49
Northeast,Weekly,"2019-06-09 00:00:00","Conventional ",1.480000000,5605951.91,270018.61,3737778.73,26418.14,1571736.43,1054710.57,503613.56,13412.30
"Northern New England",Weekly,"2019-06-09 00:00:00","Conventional ",1.400000000,623602.38,7841.22,534293.43,393.94,81073.79,34002.24,45838.22,1233.33
Orlando,Weekly,"2019-06-09 00:00:00","Conventional ",1.260000000,499951.21,212315.59,16258.28,3660.50,267716.84,118471.06,149142.45,103.33
Philadelphia,Weekly,"2019-06-09 00:00:00","Conventional ",1.380000000,539756.21,35225.40,301022.13,2557.60,200951.08,125715.38,72914.53,2321.17
Phoenix/Tucson,Weekly,"2019-06-09 00:00:00","Conventional ",1.100000000,1122008.82,344534.07,207559.94,12447.45,557467.36,253395.05,300705.92,3366.39
Pittsburgh,Weekly,"2019-06-09 00:00:00","Conventional ",1.230000000,142925.18,32990.82,13120.47,2324.08,94489.81,32156.70,62143.11,190.00
Plains,Weekly,"2019-06-09 00:00:00","Conventional ",1.250000000,2183283.08,845950.31,490288.97,24410.57,822633.23,637525.07,128498.12,56610.04
Portland,Weekly,"2019-06-09 00:00:00","Conventional ",1.080000000,771301.74,73216.91,287745.48,15137.94,395201.41,184187.16,205507.66,5506.59
Raleigh/Greensboro,Weekly,"2019-06-09 00:00:00","Conventional ",1.220000000,393294.67,196576.41,64381.00,6391.54,125945.72,107052.89,18882.83,10.00
Richmond/Norfolk,Weekly,"2019-06-09 00:00:00","Conventional ",1.050000000,341867.24,121081.25,57572.35,1956.62,161257.02,140837.93,18532.42,1886.67
Roanoke,Weekly,"2019-06-09 00:00:00","Conventional ",1.020000000,211271.89,71389.35,24130.96,126.28,115625.30,88151.42,24663.88,2810.00
Sacramento,Weekly,"2019-06-09 00:00:00","Conventional ",1.680000000,497663.99,164759.84,227646.35,2900.45,102357.35,80708.90,19372.38,2276.07
"San Diego",Weekly,"2019-06-09 00:00:00","Conventional ",1.090000000,657385.32,92253.92,247808.68,27370.91,289951.81,164348.93,120028.06,5574.82
"San Francisco",Weekly,"2019-06-09 00:00:00","Conventional ",1.750000000,924689.71,256313.93,451537.17,9540.36,207298.25,139428.82,62687.11,5182.32
Seattle,Weekly,"2019-06-09 00:00:00","Conventional ",1.440000000,630387.70,93354.82,201648.58,1305.19,334079.11,132086.56,201822.13,170.42
"South Carolina",Weekly,"2019-06-09 00:00:00","Conventional ",1.270000000,460977.51,207123.07,47198.09,2564.16,204092.19,152167.02,44068.51,7856.66
"South Central",Weekly,"2019-06-09 00:00:00","Conventional ",1.020000000,7063638.44,2567489.66,1225718.25,138828.60,3131601.93,1569424.27,1486551.89,75625.77
Southeast,Weekly,"2019-06-09 00:00:00","Conventional ",1.220000000,5256358.64,2230178.90,238759.26,20750.69,2766669.79,1408179.71,1297860.71,60629.37
Spokane,Weekly,"2019-06-09 00:00:00","Conventional ",1.310000000,102664.68,21982.18,30204.38,60.13,50417.99,21975.60,28408.62,33.77
"St. Louis",Weekly,"2019-06-09 00:00:00","Conventional ",1.320000000,203507.24,83531.95,10641.76,650.29,108683.24,87256.26,15990.31,5436.67
Syracuse,Weekly,"2019-06-09 00:00:00","Conventional ",1.430000000,98171.69,3965.39,61419.53,97.00,32689.77,25903.29,5996.48,790.00
Tampa,Weekly,"2019-06-09 00:00:00","Conventional ",1.200000000,578289.24,224790.88,20547.23,2257.13,330694.00,134416.48,195884.19,393.33
"Total U.S.",Weekly,"2019-06-09 00:00:00","Conventional ",1.220000000,43111833.62,11656650.13,11308618.81,825153.40,19321411.28,10846855.02,7806415.69,668140.57
West,Weekly,"2019-06-09 00:00:00","Conventional ",1.150000000,7448085.66,1684273.63,1651974.63,110723.47,4001113.93,1544268.53,2432530.15,24315.25
"West Tex/New Mexico",Weekly,"2019-06-09 00:00:00","Conventional ",1.150000000,884488.95,388867.40,96967.34,73343.85,325310.36,187255.00,137773.93,281.43
Albany,Weekly,"2019-06-09 00:00:00",Organic,1.920000000,2549.70,147.89,626.97,0.00,1774.84,1774.84,0.00,0.00
Atlanta,Weekly,"2019-06-09 00:00:00",Organic,1.310000000,23377.45,250.35,4062.75,0.00,19064.35,10914.30,8150.05,0.00
Baltimore/Washington,Weekly,"2019-06-09 00:00:00",Organic,1.640000000,38135.70,799.09,6671.33,12.89,30652.39,26055.95,4596.44,0.00
Boise,Weekly,"2019-06-09 00:00:00",Organic,2.070000000,3369.15,0.00,1223.74,0.00,2145.41,860.92,1284.49,0.00
Boston,Weekly,"2019-06-09 00:00:00",Organic,1.860000000,30566.89,60.45,3024.74,0.00,27481.70,12174.19,15307.51,0.00
Buffalo/Rochester,Weekly,"2019-06-09 00:00:00",Organic,1.820000000,8016.87,499.68,154.05,0.00,7363.14,1516.26,5846.88,0.00
California,Weekly,"2019-06-09 00:00:00",Organic,1.990000000,195215.28,28380.53,56770.99,0.00,110063.76,106700.08,3363.68,0.00
Charlotte,Weekly,"2019-06-09 00:00:00",Organic,1.690000000,16263.09,36.10,4922.10,58.47,11246.42,11246.42,0.00,0.00
Chicago,Weekly,"2019-06-09 00:00:00",Organic,1.930000000,36976.14,345.32,4756.61,0.00,31874.21,24228.28,7645.93,0.00
Cincinnati/Dayton,Weekly,"2019-06-09 00:00:00",Organic,1.410000000,21855.12,181.77,3027.80,0.00,18645.55,10529.63,8115.92,0.00
Columbus,Weekly,"2019-06-09 00:00:00",Organic,1.300000000,12609.36,443.03,1254.71,0.00,10911.62,6309.43,4602.19,0.00
"Dallas/Ft. Worth",Weekly,"2019-06-09 00:00:00",Organic,1.160000000,25730.33,4149.67,712.34,497.49,20370.83,18407.50,1963.33,0.00
Denver,Weekly,"2019-06-09 00:00:00",Organic,1.350000000,31735.75,7142.57,1898.91,10.38,22683.89,17496.13,5187.76,0.00
Detroit,Weekly,"2019-06-09 00:00:00",Organic,1.060000000,38028.02,376.78,2682.93,0.00,34968.31,30159.48,4808.83,0.00
"Grand Rapids",Weekly,"2019-06-09 00:00:00",Organic,1.500000000,9821.97,63.29,1234.90,0.00,8523.78,8507.43,16.35,0.00
"Great Lakes",Weekly,"2019-06-09 00:00:00",Organic,1.420000000,220587.67,3361.53,22563.13,0.00,194455.16,150164.22,44290.94,0.00
Harrisburg/Scranton,Weekly,"2019-06-09 00:00:00",Organic,1.580000000,10403.52,283.02,339.32,0.00,9781.18,7463.66,2317.52,0.00
Hartford/Springfield,Weekly,"2019-06-09 00:00:00",Organic,2.380000000,13133.84,723.76,6271.33,0.00,6138.75,6071.41,67.34,0.00
Houston,Weekly,"2019-06-09 00:00:00",Organic,1.590000000,32923.88,9036.49,107.82,0.00,23779.57,23736.24,43.33,0.00
Indianapolis,Weekly,"2019-06-09 00:00:00",Organic,1.200000000,12750.59,250.14,1297.59,0.00,11202.86,7925.27,3277.59,0.00
Jacksonville,Weekly,"2019-06-09 00:00:00",Organic,1.730000000,3241.40,51.70,261.93,0.00,2927.77,2927.77,0.00,0.00
"Las Vegas",Weekly,"2019-06-09 00:00:00",Organic,1.680000000,11891.16,1542.99,1479.04,0.00,8869.13,8226.60,642.53,0.00
"Los Angeles",Weekly,"2019-06-09 00:00:00",Organic,1.880000000,94641.76,7433.30,23539.18,0.00,63669.28,61565.60,2103.68,0.00
Louisville,Weekly,"2019-06-09 00:00:00",Organic,0.970000000,12652.12,7.45,825.01,0.00,11819.66,10122.99,1696.67,0.00
"Miami/Ft. Lauderdale",Weekly,"2019-06-09 00:00:00",Organic,1.180000000,3863.53,326.55,0.00,0.00,3536.98,3536.98,0.00,0.00
Midsouth,Weekly,"2019-06-09 00:00:00",Organic,1.420000000,220635.19,1650.72,34220.91,207.65,184555.91,159933.71,24622.20,0.00
Nashville,Weekly,"2019-06-09 00:00:00",Organic,1.210000000,20485.33,54.56,1268.69,0.00,19162.08,15751.55,3410.53,0.00
"New Orleans/Mobile",Weekly,"2019-06-09 00:00:00",Organic,0.930000000,9375.96,567.57,0.00,0.00,8808.39,8804.45,3.94,0.00
"New York",Weekly,"2019-06-09 00:00:00",Organic,2.030000000,89321.78,17123.47,16052.47,89.49,56056.35,51291.05,4765.30,0.00
Northeast,Weekly,"2019-06-09 00:00:00",Organic,1.910000000,228261.41,24877.85,37992.30,77.76,165313.50,121674.63,43638.87,0.00
"Northern New England",Weekly,"2019-06-09 00:00:00",Organic,1.630000000,28488.38,250.82,5229.35,0.00,23008.21,15974.79,7033.42,0.00
Orlando,Weekly,"2019-06-09 00:00:00",Organic,1.170000000,2561.08,118.86,0.00,0.00,2442.22,2438.89,3.33,0.00
Philadelphia,Weekly,"2019-06-09 00:00:00",Organic,1.800000000,22598.25,3460.22,3696.12,0.00,15441.91,12606.95,2834.96,0.00
Phoenix/Tucson,Weekly,"2019-06-09 00:00:00",Organic,1.930000000,13729.21,2034.31,2706.33,0.00,8988.57,7949.78,1038.79,0.00
Pittsburgh,Weekly,"2019-06-09 00:00:00",Organic,1.730000000,4276.39,819.52,474.07,0.00,2982.80,2982.80,0.00,0.00
Plains,Weekly,"2019-06-09 00:00:00",Organic,1.260000000,103444.12,8667.35,5892.41,8.74,88875.62,78982.12,9893.50,0.00
Portland,Weekly,"2019-06-09 00:00:00",Organic,1.880000000,32792.58,698.76,8144.13,0.00,23949.69,1043.27,22891.48,14.94
Raleigh/Greensboro,Weekly,"2019-06-09 00:00:00",Organic,1.980000000,16204.91,104.53,5028.99,38.87,11032.52,11032.52,0.00,0.00
Richmond/Norfolk,Weekly,"2019-06-09 00:00:00",Organic,1.100000000,21162.93,31.86,2450.25,15.35,18665.47,15938.10,2727.37,0.00
Roanoke,Weekly,"2019-06-09 00:00:00",Organic,1.040000000,19727.94,18.19,1306.66,0.00,18403.09,16214.18,2188.91,0.00
Sacramento,Weekly,"2019-06-09 00:00:00",Organic,2.010000000,12779.43,3731.46,3941.89,0.00,5106.08,5106.08,0.00,0.00
"San Diego",Weekly,"2019-06-09 00:00:00",Organic,1.940000000,19342.13,994.59,8835.86,0.00,9511.68,8871.23,640.45,0.00
"San Francisco",Weekly,"2019-06-09 00:00:00",Organic,2.210000000,32127.94,9428.17,7687.75,0.00,15012.02,15012.02,0.00,0.00
Seattle,Weekly,"2019-06-09 00:00:00",Organic,1.940000000,82522.87,765.84,20624.03,2.60,61130.40,1430.97,59680.63,18.80
"South Carolina",Weekly,"2019-06-09 00:00:00",Organic,1.820000000,15921.20,126.68,4083.46,5.14,11705.92,9388.07,2317.85,0.00
"South Central",Weekly,"2019-06-09 00:00:00",Organic,1.380000000,151362.57,23707.14,4215.96,4159.49,119279.98,110008.05,9271.93,0.00
Southeast,Weekly,"2019-06-09 00:00:00",Organic,1.390000000,83237.21,1468.89,12965.85,10.08,68792.39,52587.25,16205.14,0.00
Spokane,Weekly,"2019-06-09 00:00:00",Organic,1.800000000,5533.36,117.76,2123.81,0.00,3291.79,486.67,2805.12,0.00
"St. Louis",Weekly,"2019-06-09 00:00:00",Organic,1.570000000,10765.38,536.17,1974.21,0.00,8255.00,7376.26,878.74,0.00
Syracuse,Weekly,"2019-06-09 00:00:00",Organic,1.770000000,3317.22,117.84,221.65,0.00,2977.73,1125.55,1852.18,0.00
Tampa,Weekly,"2019-06-09 00:00:00",Organic,1.200000000,1408.70,147.37,0.00,0.00,1261.33,1261.33,0.00,0.00
"Total U.S.",Weekly,"2019-06-09 00:00:00",Organic,1.630000000,1479448.63,117688.94,232232.17,5414.31,1123905.36,858291.35,265537.19,76.82
West,Weekly,"2019-06-09 00:00:00",Organic,1.810000000,276705.14,25574.94,57610.63,950.59,192568.98,78241.23,114250.93,76.82
"West Tex/New Mexico",Weekly,"2019-06-09 00:00:00",Organic,1.710000000,15246.87,1565.31,1072.01,2532.86,10076.69,9516.79,559.90,0.00
Albany,Weekly,"2019-06-16 00:00:00","Conventional ",1.250000000,151268.00,3796.12,132610.05,211.08,14650.75,8257.88,6229.54,163.33
Atlanta,Weekly,"2019-06-16 00:00:00","Conventional ",1.160000000,708637.17,297234.39,27441.30,2616.89,381344.59,309714.60,64454.20,7175.79
Baltimore/Washington,Weekly,"2019-06-16 00:00:00","Conventional ",1.500000000,875160.98,100007.42,454434.01,10681.48,310038.07,186457.30,122018.56,1562.21
Boise,Weekly,"2019-06-16 00:00:00","Conventional ",1.610000000,92368.87,34006.89,6845.07,10681.23,40835.68,21738.88,17928.87,1167.93
Boston,Weekly,"2019-06-16 00:00:00","Conventional ",1.480000000,730578.79,9171.17,573856.38,2405.34,145145.90,138381.59,6527.65,236.66
Buffalo/Rochester,Weekly,"2019-06-16 00:00:00","Conventional ",1.320000000,179693.80,7494.16,80365.90,241.52,91592.22,77411.89,13835.89,344.44
California,Weekly,"2019-06-16 00:00:00","Conventional ",1.520000000,6257980.30,1732732.87,1685007.38,247981.40,2592258.65,1929304.65,401031.41,261922.59
Charlotte,Weekly,"2019-06-16 00:00:00","Conventional ",1.520000000,259691.59,97226.77,54669.57,5656.01,102139.24,89305.06,9600.85,3233.33
Chicago,Weekly,"2019-06-16 00:00:00","Conventional ",1.540000000,747453.93,114237.58,234937.51,41994.24,356284.60,134701.27,221184.02,399.31
Cincinnati/Dayton,Weekly,"2019-06-16 00:00:00","Conventional ",1.350000000,274038.60,55346.44,21158.77,8761.11,188772.28,154494.62,29325.17,4952.49
Columbus,Weekly,"2019-06-16 00:00:00","Conventional ",1.210000000,215219.07,52436.75,20254.17,2766.43,139761.72,97295.43,39450.95,3015.34
"Dallas/Ft. Worth",Weekly,"2019-06-16 00:00:00","Conventional ",1.040000000,1423019.17,572248.22,256691.33,20723.84,573355.78,413605.13,159665.35,85.30
Denver,Weekly,"2019-06-16 00:00:00","Conventional ",1.170000000,972078.42,185430.49,150567.86,6315.46,629764.61,150832.78,476748.98,2182.85
Detroit,Weekly,"2019-06-16 00:00:00","Conventional ",1.300000000,453217.36,85961.41,43806.45,51645.79,271803.71,238083.54,22975.07,10745.10
"Grand Rapids",Weekly,"2019-06-16 00:00:00","Conventional ",1.530000000,169722.67,5533.88,56942.67,41375.68,65870.44,52518.28,4885.96,8466.20
"Great Lakes",Weekly,"2019-06-16 00:00:00","Conventional ",1.350000000,3762115.35,625321.95,792338.52,238698.06,2105756.82,1383683.20,658582.57,63491.05
Harrisburg/Scranton,Weekly,"2019-06-16 00:00:00","Conventional ",1.190000000,357007.05,66572.94,177771.16,452.69,112210.26,78189.70,33277.23,743.33
Hartford/Springfield,Weekly,"2019-06-16 00:00:00","Conventional ",1.510000000,375221.51,6479.87,303816.19,576.56,64348.89,53538.34,10543.88,266.67
Houston,Weekly,"2019-06-16 00:00:00","Conventional ",1.090000000,1228642.12,446101.37,175332.50,3819.26,603388.99,170814.76,432527.78,46.45
Indianapolis,Weekly,"2019-06-16 00:00:00","Conventional ",1.320000000,210629.86,35767.08,47442.28,5228.76,122191.74,103954.80,12368.67,5868.27
Jacksonville,Weekly,"2019-06-16 00:00:00","Conventional ",1.460000000,193778.87,77075.08,7889.85,725.95,108087.99,34902.45,71585.54,1600.00
"Las Vegas",Weekly,"2019-06-16 00:00:00","Conventional ",1.260000000,349077.19,67292.31,75747.50,3387.93,202649.45,81667.19,120969.23,13.03
"Los Angeles",Weekly,"2019-06-16 00:00:00","Conventional ",1.370000000,3052501.47,910737.58,335107.26,164994.20,1641662.43,1235700.15,195749.86,210212.42
Louisville,Weekly,"2019-06-16 00:00:00","Conventional ",1.330000000,108066.27,22124.96,12375.83,183.52,73381.96,46128.29,25105.90,2147.77
"Miami/Ft. Lauderdale",Weekly,"2019-06-16 00:00:00","Conventional ",1.360000000,902201.99,306479.02,31151.87,4715.96,559855.14,129954.07,429871.07,30.00
Midsouth,Weekly,"2019-06-16 00:00:00","Conventional ",1.390000000,3517101.98,1057433.46,911726.45,33901.01,1514041.06,1119521.71,367328.62,27190.73
Nashville,Weekly,"2019-06-16 00:00:00","Conventional ",1.230000000,265301.77,101717.14,7300.78,428.00,155855.85,122248.05,28804.46,4803.34
"New Orleans/Mobile",Weekly,"2019-06-16 00:00:00","Conventional ",1.110000000,317817.23,175681.12,21438.66,821.02,119876.43,78370.53,38092.56,3413.34
"New York",Weekly,"2019-06-16 00:00:00","Conventional ",1.600000000,1731156.08,48200.16,1118389.00,16626.54,547940.38,366275.96,180535.70,1128.72
Northeast,Weekly,"2019-06-16 00:00:00","Conventional ",1.410000000,5575955.54,252733.49,3784334.19,25602.01,1513285.85,1032790.25,475143.21,5352.39
"Northern New England",Weekly,"2019-06-16 00:00:00","Conventional ",1.090000000,804656.45,9099.28,734254.11,331.95,60971.11,26142.25,34732.19,96.67
Orlando,Weekly,"2019-06-16 00:00:00","Conventional ",1.270000000,488723.36,204640.65,14717.41,3542.13,265823.17,111862.20,153597.64,363.33
Philadelphia,Weekly,"2019-06-16 00:00:00","Conventional ",1.390000000,526528.93,30702.35,289979.66,2896.98,202949.94,131514.56,70780.94,654.44
Phoenix/Tucson,Weekly,"2019-06-16 00:00:00","Conventional ",1.090000000,1132830.28,340354.24,258146.23,9513.05,524816.76,240500.17,284287.35,29.24
Pittsburgh,Weekly,"2019-06-16 00:00:00","Conventional ",1.240000000,141585.90,34400.45,15242.03,1235.52,90707.90,31576.45,58742.56,388.89
Plains,Weekly,"2019-06-16 00:00:00","Conventional ",1.320000000,2003275.42,787561.03,482050.15,22600.98,711063.26,543095.50,112187.90,55779.86
Portland,Weekly,"2019-06-16 00:00:00","Conventional ",1.560000000,584277.18,78410.53,172831.24,15436.95,317598.46,184585.80,127276.46,5736.20
Raleigh/Greensboro,Weekly,"2019-06-16 00:00:00","Conventional ",1.420000000,339799.25,155894.69,61713.24,7878.99,114312.33,97105.44,17200.22,6.67
Richmond/Norfolk,Weekly,"2019-06-16 00:00:00","Conventional ",1.310000000,282163.02,80384.11,55306.42,2061.91,144410.58,121720.17,21555.96,1134.45
Roanoke,Weekly,"2019-06-16 00:00:00","Conventional ",1.300000000,171776.39,50078.52,27482.45,135.96,94079.46,64019.47,28823.32,1236.67
Sacramento,Weekly,"2019-06-16 00:00:00","Conventional ",1.780000000,470376.74,122341.32,237645.31,4488.84,105901.27,81355.68,20062.45,4483.14
